,affinis.png,appositus.png,auricomus.png,auricomus1.png,balteatus.png,balteatus1.png,balteatus2.png,bifarius.png,bifarius2.png,bifarius3.png,bifarius4.png,bimaculatus.png,borealis.png,borealis2.png,californicus.png,californicus2.png,californicus3.png,caliginosus.png,caliginosus2.png,centralis.png,crotchii.png,crotchii1.png,crotchii2.png,fervidus.png,flavifrons.png,flavifrons2.png,flavifrons3.png,flavifrons4.png,flavifrons5.png,flavifrons6.png,franklini.png,fraternus.png,frigidus.png,griseocollis.png,huntii.png,impatiens.png,melanopygus.png,melanopygus2.png,melanopygus3.png,mixtus.png,morrisoni.png,nevadensis.png,occidentalis.png,occidentalis2.png,occidentalis3.png,sonorus.png,pennsylvanicus.png,pennsylvanicus3.png,perplexus.png,rufocinctus.png,rufocinctus2.png,rufocinctus3.png,rufocinctus4.png,sandersoni.png,sitkensis.png,sylvicola.png,sylvicola2.png,sylvicola3.png,ternarius.png,terricola.png,terricola2.png,vagans.png,vandykei.png,vosnesenskii.png
frigidus.png,0.02955723,0.01735793,0.02758579,0.02493756,0.00936984,0.00399005,0.01508386,0.02166248,0.03054449,0.04117665,0.0365508,0.05297524,0.01735793,0.01535453,0.02172997,0.02758157,0.04854578,0.04814852,0.0734423,0.0197922,0.01262625,0.0141863,0.02974164,0.01593292,0.03970043,0.02852293,0.03510591,0.03690321,0.03131108,0.03715347,0.08059639,0.02820809,0,0.05903588,0.02294328,0.04977348,0.04187425,0.03424121,0.04028109,0.02136087,0.04279494,0.04336821,0.01182078,0.0707669,0.05938742,0.0227803,0.03368112,0.03304835,0.0421439,0.019635,0.02844157,0.02294706,0.01805258,0.02706852,0.02233479,0.02683316,0.03365452,0.01832258,0.02793468,0.03304835,0.02146732,0.03015089,0.04083398,0.04814852
griseocollis.png,0.01492899,0.06489279,0.02672401,0.02659503,0.06024201,0.06466284,0.03691952,0.04362841,0.04386058,0.0383397,0.04158601,0.00595328,0.06489279,0.05411828,0.04243533,0.03617755,0.03109826,0.03585093,0.02966062,0.03989746,0.04214779,0.04722562,0.02248928,0.04769032,0.03359651,0.05166521,0.02184262,0.02380458,0.03245898,0.02704242,0.03353643,0.02093984,0.05903588,0,0.04956587,0.00695222,0.0508695,0.04936444,0.03739569,0.04754663,0.04150329,0.03154315,0.06076346,0.05265939,0.05842135,0.03204178,0.0213136,0.02327282,0.02320865,0.04070974,0.02306132,0.02687211,0.03064315,0.02191821,0.06105043,0.05411271,0.0387039,0.05384959,0.03758676,0.02327282,0.03670744,0.01867259,0.03206505,0.03585093
huntii.png,0.02797014,0.01808061,0.03111711,0.02624542,0.01298507,0.02445195,0.02653208,0.00932869,0.02232105,0.03447156,0.02942385,0.05007962,0.01808061,0.01137702,0.02882333,0.0234998,0.04308184,0.03845916,0.06052603,0.01307889,0.02607235,0.02514484,0.03522494,0.01766567,0.0331346,0.0269206,0.03376488,0.04347029,0.03691935,0.04044344,0.07277142,0.03903412,0.02294328,0.04956587,0,0.04431393,0.03549295,0.01598544,0.02554996,0.0282557,0.03691287,0.0384542,0.03003286,0.06345069,0.05126386,0.02543729,0.03511272,0.03595066,0.04736247,0.01708325,0.03309853,0.03660839,0.03140937,0.0363924,0.04321148,0.00580621,0.02286122,0.01414478,0.00603891,0.03595066,0.03196804,0.03756537,0.04243821,0.03845916
impatiens.png,0.01600643,0.05560347,0.02184683,0.02169379,0.05135918,0.0553744,0.02847058,0.03862267,0.03851835,0.03834459,0.03644212,0.00398629,0.05560347,0.04563671,0.03864852,0.03001287,0.02814556,0.03129238,0.02753385,0.03493195,0.03686546,0.04017796,0.01594022,0.04102596,0.03496075,0.04920927,0.02323248,0.02359879,0.02689562,0.02432815,0.03469908,0.01841017,0.04977348,0.00695222,0.04431393,0,0.04744247,0.04970515,0.04060933,0.04477357,0.03854127,0.02897951,0.05423457,0.0483042,0.05234079,0.02682013,0.01907226,0.02046261,0.01801291,0.03505745,0.01985777,0.02016718,0.02163821,0.01780022,0.05678061,0.04965135,0.03125368,0.04752677,0.03492577,0.02046261,0.03111007,0.01587492,0.02625807,0.03129238
melanopygus.png,0.03601727,0.05039811,0.04903248,0.04628367,0.04485036,0.04094832,0.04160497,0.02750652,0.01962227,0.01647897,0.01721915,0.05483647,0.05039811,0.04205327,0.03510978,0.01491369,0.02797176,0.02310772,0.04693293,0.04367568,0.03869665,0.03326482,0.03672881,0.04870947,0.05744777,0.046299,0.04071429,0.03747302,0.03087656,0.0369361,0.05766205,0.0458003,0.04187425,0.0508695,0.03549295,0.04744247,0,0.0239223,0.03672437,0.03801364,0.07354604,0.0700566,0.04478953,0.03953961,0.02839955,0.05199465,0.04951651,0.04737975,0.06457584,0.05606475,0.04890914,0.04446008,0.04334073,0.04523348,0.02784532,0.03055238,0.01416499,0.02425973,0.03648148,0.04737975,0.04149511,0.04448174,0.03878206,0.02310772
melanopygus2.png,0.03145968,0.02903455,0.03922153,0.03517788,0.02654776,0.03466505,0.03368109,0.01921233,0.03339173,0.03268296,0.03738234,0.05397715,0.02903455,0.02560087,0.03728375,0.03009719,0.04339778,0.04105977,0.06138329,0.02323718,0.03529844,0.03215903,0.04086683,0.02811899,0.03116814,0.02584951,0.03226454,0.04044903,0.03444306,0.03986853,0.07072934,0.04065658,0.03424121,0.04936444,0.01598544,0.04970515,0.0239223,0,0.01127399,0.02769106,0.04450538,0.04549257,0.03600033,0.06105431,0.05377726,0.03528417,0.0407949,0.04044696,0.05189111,0.03082418,0.04139582,0.04338625,0.03997328,0.0424029,0.03380703,0.01151463,0.03236995,0.02147068,0.02001435,0.04044696,0.03707466,0.04078907,0.04947931,0.04105977
melanopygus3.png,0.02351726,0.03592203,0.03198173,0.03027425,0.03416847,0.0405791,0.03131287,0.02568596,0.04238027,0.03954268,0.04632345,0.04344517,0.03592203,0.03583648,0.04421162,0.04062713,0.04540552,0.044934,0.0556803,0.0261609,0.03722226,0.0370156,0.03699856,0.03414614,0.02764506,0.03011151,0.02460032,0.03477822,0.03239615,0.03422606,0.05957109,0.0346413,0.04028109,0.03739569,0.02554996,0.04060933,0.03672437,0.01127399,0,0.02318354,0.03950106,0.03911426,0.03770759,0.06574744,0.06248539,0.03119507,0.03444505,0.0333406,0.04455761,0.02845475,0.03330951,0.03713788,0.03718471,0.03569869,0.04083896,0.0199152,0.04240403,0.027698,0.02164205,0.0333406,0.03551439,0.03535,0.04405956,0.044934
mixtus.png,0.02294818,0.03004961,0.03148148,0.0302697,0.02314097,0.02333864,0.02465436,0.02614212,0.03392031,0.0331557,0.03855827,0.04531058,0.03004961,0.02871811,0.03434834,0.03724683,0.04362132,0.04246564,0.05917207,0.02646054,0.02332518,0.02503804,0.03189377,0.03038819,0.02937979,0.02250533,0.01716335,0.02099406,0.02058854,0.01826377,0.06089205,0.02749859,0.02136087,0.04754663,0.0282557,0.04477357,0.03801364,0.02769106,0.02318354,0,0.03758041,0.03858312,0.02601732,0.06461509,0.05668739,0.02868801,0.03613441,0.0347097,0.04144519,0.02727785,0.02764827,0.02534139,0.02673089,0.02506911,0.01999998,0.0284319,0.03781724,0.02030788,0.025241,0.0347097,0.03052824,0.02677919,0.0331943,0.04246564
morrisoni.png,0.0301201,0.03330369,0.02946277,0.02684198,0.03473459,0.04778592,0.02820478,0.04527481,0.06107551,0.06626067,0.06724632,0.03661137,0.03330369,0.02583919,0.05475568,0.05657393,0.06484385,0.06843936,0.07970533,0.02063888,0.04206569,0.04868875,0.04491529,0.01999755,0.01259384,0.02492201,0.02897249,0.04176051,0.04150577,0.04011339,0.08300191,0.02618016,0.04279494,0.04150329,0.03691287,0.03854127,0.07354604,0.04450538,0.03950106,0.03758041,0,0.00612667,0.04900043,0.09127223,0.09053915,0.02045928,0.02959982,0.03497284,0.01551631,0.01433106,0.03448156,0.03748154,0.03162194,0.02712198,0.06179748,0.04695433,0.06171994,0.05405622,0.0358524,0.03497284,0.03983752,0.02506518,0.05690384,0.06843936
nevadensis.png,0.02402091,0.03808102,0.02082732,0.01833369,0.03812019,0.04784399,0.02505902,0.04515458,0.06055612,0.06419442,0.06433657,0.02588943,0.03808102,0.02852526,0.04862984,0.05231133,0.06191228,0.06566809,0.0733851,0.02158191,0.04190299,0.04807802,0.03635486,0.02231741,0.01589909,0.03135019,0.0225729,0.03574827,0.03529173,0.0345881,0.07641953,0.01991124,0.04336821,0.03154315,0.0384542,0.02897951,0.0700566,0.04549257,0.03911426,0.03858312,0.00612667,0,0.0486682,0.08625096,0.08648375,0.01314671,0.02009562,0.02514703,0.00949558,0.01701905,0.02620249,0.03014765,0.02501561,0.02139445,0.06023829,0.0481874,0.05699282,0.05531615,0.03655414,0.02514703,0.03233447,0.0186515,0.05206637,0.06566809
occidentalis.png,0.0345819,0.02271046,0.02581527,0.02607192,0.01607047,0.01324577,0.02369855,0.02265132,0.03644471,0.04618218,0.04297239,0.05658618,0.02271046,0.02304146,0.0261186,0.03416179,0.04636161,0.04676412,0.07036056,0.02815476,0.0156046,0.01367152,0.03267413,0.0223029,0.04410587,0.03380454,0.03906238,0.04393068,0.04045745,0.04499653,0.07472784,0.03795841,0.01182078,0.06076346,0.03003286,0.05423457,0.04478953,0.03600033,0.03770759,0.02601732,0.04900043,0.0486682,0,0.06537859,0.05744739,0.02857175,0.03284931,0.02926262,0.05175835,0.02858479,0.03657974,0.0320005,0.0304431,0.03762428,0.02541196,0.03148552,0.04186856,0.023538,0.03025382,0.02926262,0.01626556,0.04021252,0.03815047,0.04676412
occidentalis2.png,0.05153771,0.08453614,0.06685484,0.06681367,0.07434654,0.07112923,0.06479152,0.04846545,0.03517346,0.03621053,0.03066136,0.05792955,0.08453614,0.07532296,0.05630747,0.03547145,0.02158372,0.02129225,0.02095136,0.07538283,0.05600693,0.04889534,0.04613376,0.07772402,0.08107259,0.07266092,0.06143228,0.05269919,0.0567601,0.05260468,0.02053938,0.06499019,0.0707669,0.05265939,0.06345069,0.0483042,0.03953961,0.06105431,0.06574744,0.06461509,0.09127223,0.08625096,0.06537859,0,0.00638179,0.0753576,0.0651124,0.0629359,0.07535774,0.08130457,0.06486724,0.06032138,0.06462868,0.06324787,0.05504368,0.0610946,0.03588354,0.05327698,0.05632318,0.0629359,0.06062157,0.06152373,0.03606763,0.02129225
occidentalis3.png,0.04829217,0.07416757,0.06562471,0.06399554,0.06286516,0.05715559,0.05851583,0.04040623,0.02468667,0.02948462,0.02116668,0.06324048,0.07416757,0.06468269,0.04951867,0.02664865,0.02459072,0.02059121,0.02963659,0.06795125,0.05161528,0.04366721,0.04588249,0.07127413,0.08127801,0.06761183,0.05921819,0.05116503,0.05080741,0.04936515,0.03199412,0.06332383,0.05938742,0.05842135,0.05126386,0.05234079,0.02839955,0.05377726,0.06248539,0.05668739,0.09053915,0.08648375,0.05744739,0.00638179,0,0.07075012,0.06581368,0.06387345,0.07767817,0.07574827,0.06217025,0.05727428,0.0593427,0.05993026,0.04553899,0.04857121,0.02438086,0.03982867,0.04867265,0.06387345,0.05842356,0.05953693,0.03638805,0.02059121
sonorus.png,0.01455716,0.02417124,0.0066171,0.00443245,0.02177676,0.02710319,0.00868351,0.02765225,0.04019783,0.04522286,0.0438636,0.02783601,0.02417124,0.0145895,0.02572872,0.03179329,0.04688535,0.0497583,0.06425464,0.01128443,0.02438703,0.02945906,0.02017979,0.00911417,0.01987606,0.02877586,0.01640541,0.0257803,0.02281678,0.0267847,0.07277998,0.01178995,0.0227803,0.03204178,0.02543729,0.02682013,0.05199465,0.03528417,0.03119507,0.02868801,0.02045928,0.01314671,0.02857175,0.0753576,0.07075012,0,0.00960837,0.01182086,0.01809598,0.00818839,0.0125633,0.01480713,0.00902347,0.01279824,0.04182722,0.03418037,0.03761701,0.03494286,0.02474312,0.01182086,0.01565329,0.01352099,0.03528146,0.0497583
pennsylvanicus.png,0.01604721,0.03660522,0.00379128,0.00362438,0.03473683,0.03926498,0.01737761,0.0270417,0.03828616,0.04160466,0.03990599,0.01871177,0.03660522,0.02699782,0.02688696,0.03118386,0.03669271,0.04012308,0.05017363,0.01832261,0.01997584,0.02623384,0.01162903,0.02103898,0.02404863,0.03729644,0.01797063,0.02536676,0.02451799,0.02800144,0.05896233,0.01419205,0.03368112,0.0213136,0.03511272,0.01907226,0.04951651,0.0407949,0.03444505,0.03613441,0.02959982,0.02009562,0.03284931,0.0651124,0.06581368,0.00960837,0,0.00240265,0.02015292,0.02008437,0.01607867,0.01712647,0.0153447,0.0152796,0.04582622,0.04199994,0.03679953,0.04138851,0.02608495,0.00240265,0.00934323,0.01516197,0.02596463,0.04012308
pennsylvanicus3.png,0.01742366,0.0380191,0.00207226,0.00342422,0.03555201,0.03952803,0.01891088,0.02577177,0.03690421,0.04009056,0.03820422,0.01993102,0.0380191,0.02887659,0.02354138,0.02987145,0.03248628,0.03593324,0.04717807,0.02050912,0.01921055,0.02238404,0.00882336,0.02309487,0.0286546,0.04116601,0.01896844,0.02516354,0.02512472,0.02819644,0.05659177,0.01660674,0.03304835,0.02327282,0.03595066,0.02046261,0.04737975,0.04044696,0.0333406,0.0347097,0.03497284,0.02514703,0.02926262,0.0629359,0.06387345,0.01182086,0.00240265,0,0.0243521,0.0226937,0.01495955,0.01606899,0.01643749,0.01745917,0.04385825,0.0414864,0.03575773,0.03884704,0.02652511,0,0.00630539,0.01787456,0.02112145,0.03593324
perplexus.png,0.01928607,0.04509538,0.02186469,0.0207023,0.04368865,0.04816536,0.02021845,0.048314,0.05541335,0.05736464,0.05627514,0.01592375,0.04509538,0.03576439,0.04625854,0.04540075,0.05203959,0.05738495,0.06235699,0.02712192,0.03901993,0.04565121,0.02657599,0.02802344,0.0217487,0.03618576,0.02354828,0.02701348,0.02788112,0.02744643,0.0638443,0.01064965,0.0421439,0.02320865,0.04736247,0.01801291,0.06457584,0.05189111,0.04455761,0.04144519,0.01551631,0.00949558,0.05175835,0.07535774,0.07767817,0.01809598,0.02015292,0.0243521,0,0.02331356,0.02304885,0.02146865,0.01616538,0.01254481,0.05503634,0.05540778,0.05078349,0.05651701,0.04340814,0.0243521,0.03109454,0.0096102,0.04558942,0.05738495
rufocinctus.png,0.02030013,0.01513653,0.01651638,0.01310538,0.01390133,0.02486258,0.01190649,0.02375294,0.03983055,0.04853495,0.04702163,0.03662056,0.01513653,0.00974564,0.03236414,0.03583219,0.05140856,0.05334038,0.07025205,0.00519458,0.02204326,0.02804948,0.02859556,0.00542698,0.01461441,0.01979972,0.02302891,0.03430111,0.03091997,0.03471304,0.079218,0.01899804,0.019635,0.04070974,0.01708325,0.03505745,0.05606475,0.03082418,0.02845475,0.02727785,0.01433106,0.01701905,0.02858479,0.08130457,0.07574827,0.00818839,0.02008437,0.0226937,0.02331356,0,0.0194318,0.02309178,0.01593315,0.01905494,0.04687885,0.02666876,0.04091801,0.03029929,0.01782951,0.0226937,0.0230476,0.02056937,0.04322997,0.05334038
rufocinctus2.png,0.01285428,0.03761199,0.01414766,0.01162482,0.03308325,0.03489655,0.01634794,0.03039902,0.03537457,0.03617033,0.0352121,0.01873235,0.03761199,0.03049981,0.02139481,0.02920331,0.03680908,0.03965626,0.04581551,0.02109571,0.0239917,0.03017316,0.01291074,0.0256522,0.03178594,0.04131811,0.01478061,0.01754539,0.02019204,0.01976312,0.05503725,0.01236328,0.02844157,0.02306132,0.03309853,0.01985777,0.04890914,0.04139582,0.03330951,0.02764827,0.03448156,0.02620249,0.03657974,0.06486724,0.06217025,0.0125633,0.01607867,0.01495955,0.02304885,0.0194318,0,0.00541499,0.00994228,0.01141519,0.03945167,0.03805099,0.03141368,0.03153611,0.02684453,0.01495955,0.02161079,0.0129558,0.02572902,0.03965626
rufocinctus3.png,0.01296945,0.03729774,0.01480241,0.01359415,0.03138749,0.02880893,0.01241676,0.03006104,0.03291795,0.03501788,0.03267922,0.02036378,0.03729774,0.02949192,0.02084162,0.02695171,0.03434564,0.03703457,0.04543068,0.02395084,0.02007109,0.02515906,0.01067107,0.0257009,0.03407488,0.03945138,0.01700692,0.01506318,0.01603205,0.01655839,0.05226883,0.0096976,0.02294706,0.02687211,0.03660839,0.02016718,0.04446008,0.04338625,0.03713788,0.02534139,0.03748154,0.03014765,0.0320005,0.06032138,0.05727428,0.01480713,0.01712647,0.01606899,0.02146865,0.02309178,0.00541499,0,0.00572755,0.00808331,0.03074867,0.04051083,0.02990074,0.02984661,0.03119461,0.01606899,0.01935281,0.00994032,0.02213319,0.03703457
rufocinctus4.png,0.01186259,0.02864067,0.01282723,0.01067894,0.0242964,0.02273365,0.00447268,0.0290555,0.03259262,0.03648984,0.03356919,0.02419283,0.02864067,0.0202581,0.02407309,0.02504999,0.03882317,0.04092318,0.05372814,0.01668089,0.0204809,0.02543339,0.01216876,0.01687977,0.02781326,0.03108431,0.01693327,0.01600216,0.01203179,0.01718158,0.06234732,0.00530929,0.01805258,0.03064315,0.03140937,0.02163821,0.04334073,0.03997328,0.03718471,0.02673089,0.03162194,0.02501561,0.0304431,0.06462868,0.0593427,0.00902347,0.0153447,0.01643749,0.01616538,0.01593315,0.00994228,0.00572755,0,0.0047276,0.03136584,0.03780732,0.02871397,0.03082054,0.03002981,0.01643749,0.01765603,0.00649532,0.02907703,0.04092318
sandersoni.png,0.00767471,0.03625272,0.01528634,0.01392123,0.03262361,0.03091327,0.00930511,0.03382868,0.03492109,0.03580807,0.03549814,0.0176996,0.03625272,0.02688392,0.03112246,0.02977347,0.03745576,0.04028114,0.04872391,0.02010769,0.02412448,0.03059661,0.01351189,0.02303609,0.02216127,0.02984107,0.01121213,0.01012427,0.01028231,0.01181448,0.05375194,0.00154743,0.02706852,0.02191821,0.0363924,0.01780022,0.04523348,0.0424029,0.03569869,0.02506911,0.02712198,0.02139445,0.03762428,0.06324787,0.05993026,0.01279824,0.0152796,0.01745917,0.01254481,0.01905494,0.01141519,0.00808331,0.0047276,0,0.03333034,0.04260544,0.0320252,0.03576491,0.03062569,0.01745917,0.0223173,0.00117945,0.02762732,0.04028114
sitkensis.png,0.03397326,0.0441005,0.042738,0.04131977,0.03544383,0.02136928,0.03048375,0.03522861,0.03402014,0.03272673,0.03521398,0.05951537,0.0441005,0.03844018,0.0317734,0.03274458,0.04354928,0.04335454,0.06503284,0.04076467,0.02849486,0.02716946,0.03474521,0.04086168,0.04980359,0.03854813,0.03316786,0.02752548,0.02328347,0.0287711,0.06698626,0.03392018,0.02233479,0.06105043,0.04321148,0.05678061,0.02784532,0.03380703,0.04083896,0.01999998,0.06179748,0.06023829,0.02541196,0.05504368,0.04553899,0.04182722,0.04582622,0.04385825,0.05503634,0.04687885,0.03945167,0.03074867,0.03136584,0.03333034,0,0.03940038,0.03696008,0.0255294,0.04376801,0.04385825,0.03446452,0.03430961,0.03825956,0.04335454
sylvicola.png,0.03280816,0.02177685,0.03811734,0.03332661,0.01950286,0.02631094,0.03178683,0.01128999,0.02630079,0.03740957,0.0318286,0.0558979,0.02177685,0.02054008,0.03377986,0.02734734,0.04475905,0.03923819,0.0602699,0.02096866,0.03047964,0.02805221,0.0388242,0.02751748,0.04250547,0.03449242,0.03946827,0.04776851,0.04021322,0.04468532,0.07112613,0.04514106,0.02683316,0.05411271,0.00580621,0.04965135,0.03055238,0.01151463,0.0199152,0.0284319,0.04695433,0.0481874,0.03148552,0.0610946,0.04857121,0.03418037,0.04199994,0.0414864,0.05540778,0.02666876,0.03805099,0.04051083,0.03780732,0.04260544,0.03940038,0,0.02597729,0.0108056,0.00987127,0.0414864,0.03663487,0.04378054,0.04565288,0.03923819
sylvicola2.png,0.02511163,0.04194549,0.03581326,0.03201861,0.03463252,0.03607279,0.03124256,0.01784899,0.00660184,0.01370929,0.00499359,0.03939048,0.04194549,0.0308394,0.02175596,0.00395808,0.01952231,0.01414847,0.03376069,0.03102589,0.02840263,0.02587939,0.02265421,0.03765225,0.05268494,0.04580367,0.03474281,0.03191462,0.02736185,0.03029254,0.04966352,0.03556336,0.03365452,0.0387039,0.02286122,0.03125368,0.01416499,0.03236995,0.04240403,0.03781724,0.06171994,0.05699282,0.04186856,0.03588354,0.02438086,0.03761701,0.03679953,0.03575773,0.05078349,0.04091801,0.03141368,0.02990074,0.02871397,0.0320252,0.03696008,0.02597729,0,0.01784347,0.02242276,0.03575773,0.03344331,0.03265028,0.02544518,0.01414847
sylvicola3.png,0.02822687,0.02515503,0.03629977,0.03263436,0.01793193,0.018866,0.02691567,0.01136435,0.01498423,0.02667454,0.02004569,0.05331296,0.02515503,0.02280338,0.02345793,0.01962091,0.03418846,0.02906856,0.05188361,0.02401378,0.02027709,0.01720855,0.02903995,0.02955662,0.04794361,0.03524102,0.03522383,0.03677737,0.03145087,0.03461684,0.06270718,0.03947897,0.01832258,0.05384959,0.01414478,0.04752677,0.02425973,0.02147068,0.027698,0.02030788,0.05405622,0.05531615,0.023538,0.05327698,0.03982867,0.03494286,0.04138851,0.03884704,0.05651701,0.03029929,0.03153611,0.02984661,0.03082054,0.03576491,0.0255294,0.0108056,0.01784347,0,0.01550331,0.03884704,0.03100318,0.03798375,0.0314007,0.02906856
ternarius.png,0.02153134,0.02393085,0.02424173,0.02088497,0.02029369,0.03114538,0.02674064,0.00590623,0.01911833,0.02912337,0.02520764,0.03912721,0.02393085,0.0184432,0.02671283,0.02292452,0.03283727,0.02980302,0.04713293,0.01396212,0.01982131,0.02149853,0.02591376,0.02200862,0.03014891,0.03015842,0.02695676,0.03619381,0.03439609,0.03428499,0.05737448,0.03414633,0.02793468,0.03758676,0.00603891,0.03492577,0.03648148,0.02001435,0.02164205,0.025241,0.0358524,0.03655414,0.03025382,0.05632318,0.04867265,0.02474312,0.02608495,0.02652511,0.04340814,0.01782951,0.02684453,0.03119461,0.03002981,0.03062569,0.04376801,0.00987127,0.02242276,0.01550331,0,0.02652511,0.02610267,0.03228373,0.03041761,0.02980302
terricola.png,0.01742366,0.0380191,0.00207226,0.00342422,0.03555201,0.03952803,0.01891088,0.02577177,0.03690421,0.04009056,0.03820422,0.01993102,0.0380191,0.02887659,0.02354138,0.02987145,0.03248628,0.03593324,0.04717807,0.02050912,0.01921055,0.02238404,0.00882336,0.02309487,0.0286546,0.04116601,0.01896844,0.02516354,0.02512472,0.02819644,0.05659177,0.01660674,0.03304835,0.02327282,0.03595066,0.02046261,0.04737975,0.04044696,0.0333406,0.0347097,0.03497284,0.02514703,0.02926262,0.0629359,0.06387345,0.01182086,0.00240265,0,0.0243521,0.0226937,0.01495955,0.01606899,0.01643749,0.01745917,0.04385825,0.0414864,0.03575773,0.03884704,0.02652511,0,0.00630539,0.01787456,0.02112145,0.03593324
terricola2.png,0.02280306,0.02905432,0.00703645,0.00824116,0.02574423,0.02766882,0.0170499,0.02030976,0.03271749,0.03981998,0.03541952,0.03147926,0.02905432,0.02329935,0.02010106,0.02622593,0.0344141,0.036415,0.05580463,0.01990143,0.01196489,0.01278754,0.01279783,0.01956542,0.03307256,0.03504092,0.02584422,0.03073144,0.02747447,0.03334013,0.06265802,0.02146768,0.02146732,0.03670744,0.03196804,0.03111007,0.04149511,0.03707466,0.03551439,0.03052824,0.03983752,0.03233447,0.01626556,0.06062157,0.05842356,0.01565329,0.00934323,0.00630539,0.03109454,0.0230476,0.02161079,0.01935281,0.01765603,0.0223173,0.03446452,0.03663487,0.03344331,0.03100318,0.02610267,0.00630539,0,0.02338225,0.02528911,0.036415
vagans.png,0.00775853,0.0379592,0.01653447,0.01494928,0.03449404,0.0340616,0.01139962,0.03532607,0.036344,0.03626516,0.03635782,0.01525616,0.0379592,0.02799267,0.03223174,0.03015647,0.03738384,0.04055221,0.04768407,0.02039839,0.02667008,0.03275809,0.01446325,0.02377549,0.02028087,0.02915785,0.01099716,0.01010505,0.01080251,0.01188714,0.05211249,0.00157577,0.03015089,0.01867259,0.03756537,0.01587492,0.04448174,0.04078907,0.03535,0.02677919,0.02506518,0.0186515,0.04021252,0.06152373,0.05953693,0.01352099,0.01516197,0.01787456,0.0096102,0.02056937,0.0129558,0.00994032,0.00649532,0.00117945,0.03430961,0.04378054,0.03265028,0.03798375,0.03228373,0.01787456,0.02338225,0,0.02953262,0.04055221
vandykei.png,0.0238713,0.055108,0.02326235,0.02510657,0.04757233,0.04645458,0.03293138,0.02638533,0.02083237,0.023768,0.02023335,0.03077554,0.055108,0.04421846,0.02544471,0.02479506,0.01262556,0.01337566,0.02154112,0.03985869,0.02396966,0.02227173,0.01215411,0.04407844,0.0499084,0.05356849,0.0268755,0.02245225,0.02805669,0.0227217,0.03118517,0.03151633,0.04083398,0.03206505,0.04243821,0.02625807,0.03878206,0.04947931,0.04405956,0.0331943,0.05690384,0.05206637,0.03815047,0.03606763,0.03638805,0.03528146,0.02596463,0.02112145,0.04558942,0.04322997,0.02572902,0.02213319,0.02907703,0.02762732,0.03825956,0.04565288,0.02544518,0.0314007,0.03041761,0.02112145,0.02528911,0.02953262,0,0.01337566
vosnesenskii.png,0.03080822,0.05797222,0.03896141,0.03904876,0.05074437,0.05268647,0.04235239,0.02407886,0.01221756,0.01416913,0.00948474,0.03861196,0.05797222,0.04727263,0.03049463,0.01433437,0.00253431,0,0.01446876,0.04598961,0.03115481,0.02557273,0.02235421,0.05018419,0.05750641,0.05411914,0.03840788,0.03265938,0.03600463,0.03252048,0.02761527,0.04327168,0.04814852,0.03585093,0.03845916,0.03129238,0.02310772,0.04105977,0.044934,0.04246564,0.06843936,0.06566809,0.04676412,0.02129225,0.02059121,0.0497583,0.04012308,0.03593324,0.05738495,0.05334038,0.03965626,0.03703457,0.04092318,0.04028114,0.04335454,0.03923819,0.01414847,0.02906856,0.02980302,0.03593324,0.036415,0.04055221,0.01337566,0
