,affinis.png,appositus.png,auricomus.png,auricomus1.png,balteatus.png,balteatus1.png,balteatus2.png,bifarius.png,bifarius2.png,bifarius3.png,bifarius4.png,bimaculatus.png,borealis.png,borealis2.png,californicus.png,californicus2.png,californicus3.png,caliginosus.png,caliginosus2.png,centralis.png,crotchii.png,crotchii1.png,crotchii2.png,fervidus.png,flavifrons.png,flavifrons2.png,flavifrons3.png,flavifrons4.png,flavifrons5.png,flavifrons6.png,franklini.png,fraternus.png,frigidus.png,griseocollis.png,huntii.png,impatiens.png,melanopygus.png,melanopygus2.png,melanopygus3.png,mixtus.png,morrisoni.png,nevadensis.png,occidentalis.png,occidentalis2.png,occidentalis3.png,sonorus.png,pennsylvanicus.png,pennsylvanicus3.png,perplexus.png,rufocinctus.png,rufocinctus2.png,rufocinctus3.png,rufocinctus4.png,sandersoni.png,sitkensis.png,sylvicola.png,sylvicola2.png,sylvicola3.png,ternarius.png,terricola.png,terricola2.png,vagans.png,vandykei.png,vosnesenskii.png
crotchii.png,0.02341094,0.0257021,0.01902317,0.01805001,0.0187807,0.02025276,0.01888258,0.0141608,0.02127729,0.03033506,0.02655803,0.038235,0.0257021,0.02198317,0.01737973,0.02236078,0.02989421,0.03115481,0.05215707,0.01994528,0,0.00465751,0.01600177,0.02040092,0.03494104,0.03076507,0.02872772,0.03005117,0.0304331,0.03208769,0.05975144,0.02563807,0.01262625,0.04214779,0.02607235,0.03686546,0.03869665,0.03529844,0.03722226,0.02332518,0.04206569,0.04190299,0.0156046,0.05600693,0.05161528,0.02438703,0.01997584,0.01921055,0.03901993,0.02204326,0.0239917,0.02007109,0.0204809,0.02412448,0.02849486,0.03047964,0.02840263,0.02027709,0.01982131,0.01921055,0.01196489,0.02667008,0.02396966,0.03115481
crotchii1.png,0.02700869,0.02899225,0.02189482,0.02192252,0.01987039,0.02092342,0.02262981,0.01255067,0.01918038,0.03001941,0.02445829,0.04372146,0.02899225,0.02368095,0.01759239,0.02007308,0.02551629,0.02557273,0.04944328,0.02452956,0.00465751,0,0.01696414,0.0240163,0.04130486,0.03370364,0.03348319,0.03388074,0.03244575,0.03497971,0.05738282,0.0321561,0.0141863,0.04722562,0.02514484,0.04017796,0.03326482,0.03215903,0.0370156,0.02503804,0.04868875,0.04807802,0.01367152,0.04889534,0.04366721,0.02945906,0.02623384,0.02238404,0.04565121,0.02804948,0.03017316,0.02515906,0.02543339,0.03059661,0.02716946,0.02805221,0.02587939,0.01720855,0.02149853,0.02238404,0.01278754,0.03275809,0.02227173,0.02557273
crotchii2.png,0.01329851,0.04194485,0.01118844,0.01094954,0.03660008,0.03577184,0.01744363,0.02247973,0.02374902,0.02815801,0.02319277,0.01893519,0.04194485,0.03236133,0.01973446,0.02025592,0.0204032,0.02235421,0.03083312,0.02456838,0.01600177,0.01696414,0,0.02980934,0.0375931,0.04414137,0.01937988,0.01696998,0.01775016,0.01902324,0.04161409,0.01495579,0.02974164,0.02248928,0.03522494,0.01594022,0.03672881,0.04086683,0.03699856,0.03189377,0.04491529,0.03635486,0.03267413,0.04613376,0.04588249,0.02017979,0.01162903,0.00882336,0.02657599,0.02859556,0.01291074,0.01067107,0.01216876,0.01351189,0.03474521,0.0388242,0.02265421,0.02903995,0.02591376,0.00882336,0.01279783,0.01446325,0.01215411,0.02235421
fervidus.png,0.02479461,0.01136993,0.0171478,0.01418485,0.01064755,0.02121759,0.01133003,0.0217949,0.03621676,0.04486745,0.04303112,0.04301556,0.01136993,0.0036498,0.02636413,0.02969745,0.04817962,0.05018419,0.0735117,0.00730019,0.02040092,0.0240163,0.02980934,0,0.01894484,0.01913518,0.02739128,0.03622352,0.03173013,0.03728153,0.08459687,0.02148001,0.01593292,0.04769032,0.01766567,0.04102596,0.04870947,0.02811899,0.03414614,0.03038819,0.01999755,0.02231741,0.0223029,0.07772402,0.07127413,0.00911417,0.02103898,0.02309487,0.02802344,0.00542698,0.0256522,0.0257009,0.01687977,0.02303609,0.04086168,0.02751748,0.03765225,0.02955662,0.02200862,0.02309487,0.01956542,0.02377549,0.04407844,0.05018419
flavifrons.png,0.02299719,0.03300542,0.02562857,0.02419005,0.03206579,0.04371756,0.02390778,0.03768127,0.05168598,0.04901388,0.05721602,0.03291305,0.03300542,0.02473775,0.04863301,0.04737286,0.05388735,0.05750641,0.06883212,0.01692396,0.03494104,0.04130486,0.0375931,0.01894484,0,0.0125706,0.01594575,0.02749532,0.02824502,0.02936699,0.07305262,0.01953998,0.03970043,0.03359651,0.0331346,0.03496075,0.05744777,0.03116814,0.02764506,0.02937979,0.01259384,0.01589909,0.04410587,0.08107259,0.08127801,0.01987606,0.02404863,0.0286546,0.0217487,0.01461441,0.03178594,0.03407488,0.02781326,0.02216127,0.04980359,0.04250547,0.05268494,0.04794361,0.03014891,0.0286546,0.03307256,0.02028087,0.0499084,0.05750641
flavifrons2.png,0.02994726,0.02156074,0.03708164,0.03454827,0.01920361,0.02923914,0.02344969,0.03181543,0.04388104,0.04453153,0.05073735,0.05060931,0.02156074,0.01945275,0.04916018,0.04217329,0.05414533,0.05411914,0.07337413,0.02036371,0.03076507,0.03370364,0.04414137,0.01913518,0.0125706,0,0.02518709,0.0330762,0.02804658,0.03227847,0.07785764,0.02839999,0.02852293,0.05166521,0.0269206,0.04920927,0.046299,0.02584951,0.03011151,0.02250533,0.02492201,0.03135019,0.03380454,0.07266092,0.06761183,0.02877586,0.03729644,0.04116601,0.03618576,0.01979972,0.04131811,0.03945138,0.03108431,0.02984107,0.03854813,0.03449242,0.04580367,0.03524102,0.03015842,0.04116601,0.03504092,0.02915785,0.05356849,0.05411914
flavifrons3.png,0.00953362,0.04034908,0.0179666,0.01664389,0.03525086,0.0379051,0.01890624,0.03141135,0.03596609,0.02893578,0.03740069,0.02168475,0.04034908,0.03077804,0.03277199,0.03324185,0.03607475,0.03840788,0.04522675,0.02272946,0.02872772,0.03348319,0.01937988,0.02739128,0.01594575,0.02518709,0,0.00583857,0.010914,0.00727874,0.04948878,0.0110739,0.03510591,0.02184262,0.03376488,0.02323248,0.04071429,0.03226454,0.02460032,0.01716335,0.02897249,0.0225729,0.03906238,0.06143228,0.05921819,0.01640541,0.01797063,0.01896844,0.02354828,0.02302891,0.01478061,0.01700692,0.01693327,0.01121213,0.03316786,0.03946827,0.03474281,0.03522383,0.02695676,0.01896844,0.02584422,0.01099716,0.0268755,0.03840788
flavifrons4.png,0.01180412,0.04940448,0.02553051,0.02495244,0.04333933,0.04055252,0.02112597,0.036645,0.03243536,0.02342926,0.03140884,0.02289935,0.04940448,0.0390303,0.03272116,0.03058909,0.02969516,0.03265938,0.03834557,0.03268729,0.03005117,0.03388074,0.01696998,0.03622352,0.02749532,0.0330762,0.00583857,0,0.00768319,0.00241801,0.04189451,0.01073261,0.03690321,0.02380458,0.04347029,0.02359879,0.03747302,0.04044903,0.03477822,0.02099406,0.04176051,0.03574827,0.04393068,0.05269919,0.05116503,0.0257803,0.02536676,0.02516354,0.02701348,0.03430111,0.01754539,0.01506318,0.01600216,0.01012427,0.02752548,0.04776851,0.03191462,0.03677737,0.03619381,0.02516354,0.03073144,0.01010505,0.02245225,0.03265938
flavifrons5.png,0.01542441,0.03958518,0.02448155,0.02227179,0.03516439,0.03183521,0.01567928,0.03362839,0.03251521,0.0290385,0.03180367,0.02965903,0.03958518,0.03026906,0.03608174,0.02914999,0.03704326,0.03600463,0.04593492,0.02523173,0.0304331,0.03244575,0.01775016,0.03173013,0.02824502,0.02804658,0.010914,0.00768319,0,0.00711369,0.05506297,0.01119113,0.03131108,0.03245898,0.03691935,0.02689562,0.03087656,0.03444306,0.03239615,0.02058854,0.04150577,0.03529173,0.04045745,0.0567601,0.05080741,0.02281678,0.02451799,0.02512472,0.02788112,0.03091997,0.02019204,0.01603205,0.01203179,0.01028231,0.02328347,0.04021322,0.02736185,0.03145087,0.03439609,0.02512472,0.02747447,0.01080251,0.02805669,0.03600463
flavifrons6.png,0.01318418,0.04761964,0.02760472,0.02640948,0.04173489,0.03965342,0.02228103,0.03527997,0.03174671,0.02474732,0.03126568,0.02501331,0.04761964,0.0372824,0.0350042,0.0315543,0.03181457,0.03252048,0.037888,0.03263669,0.03208769,0.03497971,0.01902324,0.03728153,0.02936699,0.03227847,0.00727874,0.00241801,0.00711369,0,0.04139607,0.01418233,0.03715347,0.02704242,0.04044344,0.02432815,0.0369361,0.03986853,0.03422606,0.01826377,0.04011339,0.0345881,0.04499653,0.05260468,0.04936515,0.0267847,0.02800144,0.02819644,0.02744643,0.03471304,0.01976312,0.01655839,0.01718158,0.01181448,0.0287711,0.04468532,0.03029254,0.03461684,0.03428499,0.02819644,0.03334013,0.01188714,0.0227217,0.03252048
franklini.png,0.0423467,0.09392804,0.06153003,0.0630523,0.08579952,0.0831608,0.06700753,0.05714142,0.04788669,0.04364624,0.0441452,0.03878983,0.09392804,0.08617739,0.06217369,0.0509328,0.02580886,0.02761527,0.01200513,0.07788505,0.05975144,0.05738282,0.04161409,0.08459687,0.07305262,0.07785764,0.04948878,0.04189451,0.05506297,0.04139607,0,0.05680978,0.08059639,0.03353643,0.07277142,0.03469908,0.05766205,0.07072934,0.05957109,0.06089205,0.08300191,0.07641953,0.07472784,0.02053938,0.03199412,0.07277998,0.05896233,0.05659177,0.0638443,0.079218,0.05503725,0.05226883,0.06234732,0.05375194,0.06698626,0.07112613,0.04966352,0.06270718,0.05737448,0.05659177,0.06265802,0.05211249,0.03118517,0.02761527
fraternus.png,0.00784812,0.03719353,0.01487903,0.01364629,0.03370345,0.03254104,0.0087615,0.03650319,0.03886086,0.03766015,0.0391407,0.01765724,0.03719353,0.02787379,0.03212266,0.03087175,0.03897818,0.04327168,0.05184321,0.0203978,0.02563807,0.0321561,0.01495579,0.02148001,0.01953998,0.02839999,0.0110739,0.01073261,0.01119113,0.01418233,0.05680978,0,0.02820809,0.02093984,0.03903412,0.01841017,0.0458003,0.04065658,0.0346413,0.02749859,0.02618016,0.01991124,0.03795841,0.06499019,0.06332383,0.01178995,0.01419205,0.01660674,0.01064965,0.01899804,0.01236328,0.0096976,0.00530929,0.00154743,0.03392018,0.04514106,0.03556336,0.03947897,0.03414633,0.01660674,0.02146768,0.00157577,0.03151633,0.04327168
