cell,Sample ID,Lat,Long,T3percRed,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
257,OSAC0000964199,42.300201,-120.123587,1,-0.861666568,-0.122040116,-0.491768952,0.191751386,-0.369897616,-0.313791502,0.485066339
257,OSAC0000964213,42.300201,-120.123587,1,-0.861666568,-0.122040116,-0.491768952,0.191751386,-0.369897616,-0.313791502,0.485066339
288,BBSL763804,45.31757,-110.56695,1,-0.808448809,-0.624801554,-0.491768952,0.191751386,-0.316679857,-0.81655294,0.875810959
293,BBSL765407,39.94036,-105.5595,1,-0.80665411,-0.117269325,-0.491768952,0.191751386,-0.314885158,-0.309020711,0.441187559
285,ZION24174,37.3838,-113.0293,1,-0.803431431,-0.567917235,-0.491768952,0.191751386,-0.311662479,-0.759668622,0.821115044
285,OSAC0000964110,37.635962,-112.845047,1,-0.803431431,-0.567917235,-0.491768952,0.191751386,-0.311662479,-0.759668622,0.821115044
314,BBSL226710,41.0409,-105.5635,1,-0.778266519,-0.58803222,-0.491768952,0.191751386,-0.286497566,-0.779783606,0.830748655
284,BBSL763947,45.69219,-113.95238,1,-0.776023022,-0.580240615,-0.491768952,0.191751386,-0.28425407,-0.771992001,0.82266155
284,BBSL763949,45.69219,-113.95238,1,-0.776023022,-0.580240615,-0.491768952,0.191751386,-0.28425407,-0.771992001,0.82266155
284,BBSL763950,45.69219,-113.95238,1,-0.776023022,-0.580240615,-0.491768952,0.191751386,-0.28425407,-0.771992001,0.82266155
284,BBSL764067,48.30446,-113.98406,1,-0.776023022,-0.580240615,-0.491768952,0.191751386,-0.28425407,-0.771992001,0.82266155
292,BBSL764819,41.32207,-106.41233,1,-0.74334736,-0.259797345,-0.491768952,0.191751386,-0.251578407,-0.451548731,0.516902265
292,BBSL767822,33.3994,-105.7895,1,-0.74334736,-0.259797345,-0.491768952,0.191751386,-0.251578407,-0.451548731,0.516902265
283,OSAC0000964122,40.667,-115.42715,1,-0.711791098,-0.683176296,-0.491768952,0.191751386,-0.220022146,-0.874927682,0.902168606
282,BBSL764153,48.85286,-116.27901,1,-0.704066028,-0.55719681,-0.491768952,0.191751386,-0.212297075,-0.748948196,0.77845581
290,BBSL764395,44.80227,-107.90035,1,-0.658361195,-0.372075899,-0.491768952,0.191751386,-0.166592242,-0.563827285,0.58792362
290,BBSL764459,44.80227,-107.90035,1,-0.658361195,-0.372075899,-0.491768952,0.191751386,-0.166592242,-0.563827285,0.58792362
312,BBSL226705,41.03635,-106.88365,1,-0.621211655,-0.869752179,-0.491768952,0.191751386,-0.129442702,-1.061503565,1.069366743
312,BBSL744519,39.0116,-107.0526,1,-0.621211655,-0.869752179,-0.491768952,0.191751386,-0.129442702,-1.061503565,1.069366743
312,BBSL744557,44.7603,-107.5948,1,-0.621211655,-0.869752179,-0.491768952,0.191751386,-0.129442702,-1.061503565,1.069366743
304,BBSL763543,35.7425,-114.8396,1,-0.104752346,-0.148357041,-0.491768952,0.191751386,0.387016607,-0.340108428,0.515223831
281,OSAC0000964079,45.43953,-117.35072,1,-0.047654878,-0.203472868,-0.491768952,0.191751386,0.444114074,-0.395224254,0.594507798
280,OSAC0000964161,42.738562,-118.644603,1,0.159744137,-0.058766986,-0.491768952,0.191751386,0.651513089,-0.250518372,0.698017736
280,OSAC0000964162,42.738562,-118.644603,1,0.159744137,-0.058766986,-0.491768952,0.191751386,0.651513089,-0.250518372,0.698017736
280,OSAC0000964164,42.738562,-118.644603,1,0.159744137,-0.058766986,-0.491768952,0.191751386,0.651513089,-0.250518372,0.698017736
308,BBSL228068,42.0836,-111.6209,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL228072,41.9015,-111.6421,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL398961,41.8874,-111.5962,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL744957,44.7438,-111.259,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL745188,40.6065,-111.555,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL754274,39.8938,-111.0527,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL754278,39.8938,-111.0527,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL754310,39.8938,-111.0527,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
308,BBSL761015,40.6065,-111.555,1,0.295850055,0.1697617,-0.491768952,0.191751386,0.787619008,-0.021989687,0.787925915
271,OSAC0000964196,40.356726,-105.70117,1,0.606161937,0.449046579,-0.491768952,0.191751386,1.097930889,0.257295193,1.127675952
271,OSAC0000964198,40.356726,-105.70117,1,0.606161937,0.449046579,-0.491768952,0.191751386,1.097930889,0.257295193,1.127675952
272,OSAC0000964195,40.291974,-105.643638,1,0.675339182,0.733703385,-0.491768952,0.191751386,1.167108134,0.541951999,1.28679966
272,OSAC0000964197,41.315817,-105.573346,1,0.675339182,0.733703385,-0.491768952,0.191751386,1.167108134,0.541951999,1.28679966
272,OSAC0000964200,41.315817,-105.573346,1,0.675339182,0.733703385,-0.491768952,0.191751386,1.167108134,0.541951999,1.28679966
272,OSAC0000964214,40.291039,-105.642323,1,0.675339182,0.733703385,-0.491768952,0.191751386,1.167108134,0.541951999,1.28679966
306,BBSL398972,37.6522,-112.82464,1,0.683916862,0.594585694,-0.491768952,0.191751386,1.175685814,0.402834308,1.242784218
306,BBSL744687,42.1988,-113.667,1,0.683916862,0.594585694,-0.491768952,0.191751386,1.175685814,0.402834308,1.242784218
306,BBSL760923,41.94909,-113.34954,1,0.683916862,0.594585694,-0.491768952,0.191751386,1.175685814,0.402834308,1.242784218
302,BBSL763498,45.00649,-117.57936,1,0.69060653,0.754135753,-0.491768952,0.191751386,1.182375482,0.562384366,1.309308198
303,BBSL740512,45.00276,-116.15892,1,0.789244507,0.724987864,-0.491768952,0.191751386,1.28101346,0.533236477,1.387564998
