cell,Specimen.ID,Species,T2T3Red,Lat,Lon,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
129,ENT.710460,bifarius,0,45.17,-108.33,0.226154191,-0.036882996,0.599831093,0.706655227,-0.373676902,-0.743538223,0.832155944
129,ENT.710461,bifarius,0,45.17,-108.33,0.226154191,-0.036882996,0.599831093,0.706655227,-0.373676902,-0.743538223,0.832155944
153,AMNH_BEE 00094990,bifarius,0,44.879,-118.968,0.263546574,0.180982554,0.599831093,0.706655227,-0.336284519,-0.525672672,0.624034483
154,AMNH_BEE 00095601,bifarius,0,44.57583,-118.4833,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
154,HH15-4803,bifarius,0,44.67081,-117.97805,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
154,AMNH_BEE 00095732,bifarius,0,44.96056,-118.22972,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
154,AMNH_BEE 00095733,bifarius,0,44.96056,-118.22972,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
154,AMNH_BEE 00095735,bifarius,0,44.96056,-118.22972,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
154,AMNH_BEE 00095736,bifarius,0,44.96056,-118.22972,0.294877989,0.194343045,0.599831093,0.706655227,-0.304953105,-0.512312182,0.596204804
158,AMNH_BEE 00095105,bifarius,0,44.45972,-110.83222,0.147724388,0.03690316,0.599831093,0.706655227,-0.452106706,-0.669752067,0.808064542
158,AMNH_BEE 00123546,bifarius,0,44.76667,-110.23333,0.147724388,0.03690316,0.599831093,0.706655227,-0.452106706,-0.669752067,0.808064542
158,AMNH_BEE 00095185,bifarius,0,44.76667,-110.23333,0.147724388,0.03690316,0.599831093,0.706655227,-0.452106706,-0.669752067,0.808064542
159,AMNH_BEE 00095652,bifarius,0,44.54611,-107.49888,-0.140153612,-0.158524438,0.599831093,0.706655227,-0.739984706,-0.865179664,1.138469682
159,ENT.709792,bifarius,0,44.56444,-107.71472,-0.140153612,-0.158524438,0.599831093,0.706655227,-0.739984706,-0.865179664,1.138469682
160,AMNH_BEE 00095525,bifarius,0,44.6075,-107.23444,0.233168622,0.182495373,0.599831093,0.706655227,-0.366662472,-0.524159853,0.639675637
160,AMNH_BEE 00095526,bifarius,0,44.6075,-107.23444,0.233168622,0.182495373,0.599831093,0.706655227,-0.366662472,-0.524159853,0.639675637
160,AMNH_BEE 00095527,bifarius,0,44.6075,-107.23444,0.233168622,0.182495373,0.599831093,0.706655227,-0.366662472,-0.524159853,0.639675637
160,AMNH_BEE 00095921,bifarius,0,44.79722,-106.95556,0.233168622,0.182495373,0.599831093,0.706655227,-0.366662472,-0.524159853,0.639675637
182,HH15-2702-1,bifarius,0,43.99738,-122.17432,0.454884077,0.462505276,0.599831093,0.706655227,-0.144947016,-0.244149951,0.283934563
185,HH15-0103-2,bifarius,0,43.76359,-116.10907,-0.077089367,-0.021805755,0.599831093,0.706655227,-0.676920461,-0.728460982,0.994422804
185,HH15-0103-3,bifarius,0,43.76359,-116.10907,-0.077089367,-0.021805755,0.599831093,0.706655227,-0.676920461,-0.728460982,0.994422804
185,HH15-0103-5,bifarius,0,43.76359,-116.10907,-0.077089367,-0.021805755,0.599831093,0.706655227,-0.676920461,-0.728460982,0.994422804
185,HH15-0103-7,bifarius,0,43.76359,-116.10907,-0.077089367,-0.021805755,0.599831093,0.706655227,-0.676920461,-0.728460982,0.994422804
186,AMNH_BEE 00183724,bifarius,0,43.55897,-114.34403,0.071963003,0.07003815,0.599831093,0.706655227,-0.52786809,-0.636617076,0.8269982
186,AMNH_BEE 00183723,bifarius,0,43.56358,-114.33591,0.071963003,0.07003815,0.599831093,0.706655227,-0.52786809,-0.636617076,0.8269982
186,AMNH_BEE 00183727,bifarius,0,43.69028,-114.6555,0.071963003,0.07003815,0.599831093,0.706655227,-0.52786809,-0.636617076,0.8269982
186,AMNH_BEE 00183726,bifarius,0,43.91715,-114.6882,0.071963003,0.07003815,0.599831093,0.706655227,-0.52786809,-0.636617076,0.8269982
188,AMNH_BEE 00095813,bifarius,0,43.48,-110.76167,0.618882873,0.485865859,0.599831093,0.706655227,0.019051779,-0.220789368,0.221609826
188,AMNH_BEE 00095203,bifarius,0,43.7,-110.75,0.618882873,0.485865859,0.599831093,0.706655227,0.019051779,-0.220789368,0.221609826
192,ENT.709722,bifarius,0,43.854579,-103.360929,-0.313864416,-0.176017248,0.599831093,0.706655227,-0.91369551,-0.882672475,1.27041339
212,AMNH_BEE 00095216,bifarius,0,42.70444,-121.99583,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
